114	Fm0r1l5Y	Government statement of disagreement with sifting recommendation	sunleyj@parliament.uk	2022-09-02 13:00:56 +00:00	Government must issue a statement if they disagree with the Secondary Legislation Scrutiny Committee or European Statutory Instruments Committee recommendation that a proposed negative statutory instrument be upgraded to the affirmative procedure	A statement could follow once both/or either ESIC and SLSC have recommended a PNSI for the affirmative procedure but the Govt wishes to continue with the negative procedure	If written statement link to written statement pages and not Hansard, if ministerial statement on the floor link to Hansard	Date of statement	NULL	1
116	OAeNAr0c	Question on a motion that the treaty should not be ratified put	sunleyj@parliament.uk	2022-10-03 09:19:13 +00:00	In the House of Commons, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. A motion to not ratify, if tabled and passed within 21 days (Period A - subject to extension) of the treaty b	Can occur straight after a Chamber debate or as a separate motion after a DLC debate. The decision could also be deferred. 	Vote anchor link	Date of the Vote	1088	1
117	kIzNUVyd	Question on a motion that the treaty should not be ratified put	sunleyj@parliament.uk	2022-09-02 13:01:55 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	Occurs straight after debate in the Chamber	Lords Minutes individual link	Date of Lords Minutes	865	1
118	InQAzgXq	Government statement under Section 22 of the Constitutional Reform and Governance Act 2010: Section 20 does not apply	sunleyj@parliament.uk	2022-09-02 13:02:56 +00:00	Allows a Minister to certify that a treaty can be ratified although it has not met the requirements of section 20 of the Constitutional Reform and Governance Act 2010.  It applies in exceptional circumstances. These are not defined. The only restriction on	Should appear at the same time the treaty is laid. Will make the objection period redundant.	Written statement 	Date of statement	866	1
119	8uPoNMi5	Government statement under Section 22 of the Constitutional Reform and Governance Act 2010: Section 20 does not apply	sunleyj@parliament.uk	2022-09-02 13:03:23 +00:00	Allows a Minister to certify that a treaty can be ratified although it has not met the requirements of section 20 of CRAG.  It applies in ‘exceptional circumstances’. These are not defined. The only restriction on a Minister using the power under section 2	Should appear at the same time the treaty is laid. Will make the objection period redundant.	Written statement 	Date of statement	867	1
120	2sXm5fVO	Government statement: treaty should nonetheless be ratified	sunleyj@parliament.uk	2022-09-02 13:03:51 +00:00	If either House approves a motion that a treaty should not be ratified then the Government can issue a statement stating that the treaty should be ratified regardless of the House's decision. This would trigger objection period B to start in the House of C	Will likely follow the Commons rejection of a treaty (which does not stop the treaty dead like it does for statutory instruments)	Written statement	Date of the statement	868	1
121	rIdtq6te	Government statement: treaty should nonetheless be ratified	sunleyj@parliament.uk	2022-09-02 13:04:06 +00:00	If either House approves a motion that a treaty should not be ratified then the Government can issue a statement stating that the treaty should be ratified regardless of the House's decision. This would trigger objection period B to start in the House of C	Will likely follow the Lords rejection of a treaty (which does not stop the treaty dead like it does for statutory instruments)	Written statement	Date of the statement	869	1
122	1O5qs3hp	Government statement: objection period A extended	sunleyj@parliament.uk	2022-10-03 09:24:16 +00:00	Government can issue a statement if they wish to extend objection period A of a treaty subject to the Constitutional Reform and Governance Act 2010.  The statement can be made at any point during objection period A as long as a motion to not ratify the tre	If this happens, the period a ends step is updated with the new date, and not actualised once more.	Written statement or if oral statement link to Hansard	Date of statement	1089	1
123	PN8BA0EV	Government statement: objection period A extended	sunleyj@parliament.uk	2022-10-03 09:24:22 +00:00	Government can issue a statement if they wish to extend the objection period A of a treaty subject to the Constitutional Reform and Governance Act 2010.  The statement can be made at any point during objection period A as long as a motion to not ratify the	If this happens, the period a ends step is updated with the new date, and not actualised once more.	Written statement or if oral statement link to Hansard	Date of statement	1090	1
125	y3MuaSK6	Objection period A ends	sunleyJ@parliament.uk	2021-04-07 08:31:56 +00:00	The time available for both Houses to object to the treaty, if they wish. Usually 21 days from when the treaty is laid but the Government can issue a statement extending the period. During the objection period treaties can be withdrawn, while procedure con	Usually 21 days after treaty laid (please see scrutiny tabled) but can be extended by Govt or by agreed motion in the Lords. 	No link	See the scrutiny table for date 	641	1
127	iCQRUZuA	Objection period B ends	sunleyJ@parliament.uk	2021-02-18 11:30:18 +00:00	If the House of Commons resolves, within period A, that a treaty should not be ratified and a Minister has laid before Parliament a statement indicating the opinion that the treaty should  nevertheless be ratified then objection period B begins. Objection 	Actualise with a future date when clock starts. 	No link	See the scrutiny table 	608	1
128	j7lc77KS	Motion that the treaty should not be ratified approved	sunleyj@parliament.uk	2022-09-02 13:14:40 +00:00	In the House of Commons, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. A motion to not ratify, if tabled and passed within 21 days (Period A - subject to extension) of the treaty b	This will usually follow a debate and the question being put. Note that this does not conclude the procedure like a similar motion in the statutory instrument procedures would, the likelihood is a following ministerial statement. 	Vote anchor link	Date of vote	872	1
129	1RMR5lzd	Motion that the treaty should not be ratified approved	sunleyj@parliament.uk	2022-09-02 13:15:01 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	This will usually follow a debate and the question being put. Note that this does not conclude the procedure like a similar motion in the statutory instrument procedures would, the likelihood is a following ministerial statement.	Lords minute individual link	Date of Lords minutes	873	1
130	UsUhWI1R	Motion that the treaty should not be ratified rejected	sunleyj@parliament.uk	2022-09-02 13:16:03 +00:00	In the House of Commons, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. A motion to not ratify, if tabled and passed within 21 days (Period A - subject to extension) of the treaty b	Will follow a debate in the Commons and will be accompanied by the question step	Vote anchor link	Date of the vote	874	1
131	StzWeGjF	Motion that the treaty should not be ratified rejected	sunleyj@parliament.uk	2022-09-02 13:16:19 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	Will follow a debate in the Lords and will be accompanied by the question step	Lords minute individual link	Lords Minute date	875	1
132	443aMXaZ	Motion that the treaty should not be ratified tabled	sunleyj@parliament.uk	2022-09-02 13:19:44 +00:00	In the House of Commons, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. A motion to not ratify, if tabled and passed within 21 days (Period A - subject to extension) of the treaty b	These can be tabled at any time during objection periods A or B. Debates will usually be scheduled as a result of the tabling. 	EDM link	Date of the EDM	876	1
133	3wIKRs06	Motion that the treaty should not be ratified tabled	sunleyj@parliament.uk	2022-09-02 13:20:00 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	These can be tabled at any time during objection period A. Debates will usually be scheduled as a result of the tabling. 	Lords prayer in the LBP (Individual link) or PDF if not quick enough	Date the prayer first appeared in the LBP	877	1
134	KFlmTxbK	Motion that the treaty should not be ratified withdrawn	sunleyj@parliament.uk	2022-09-02 13:20:20 +00:00	In the House of Commons, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. A motion to not ratify, if tabled and passed within 21 days (Period A - subject to extension) of the treaty b	Motions can be withdrawn at anytime before they're debated but they can also be withdrawn at the end of the debate. It is worth keeping an eye on the EDM	Either the EDM itself if withdrawn before debate or V&P anchor if withdrawn post debate 	Date of the Vote/EDM.	878	1
135	k1lmUuuL	Motion that the treaty should not be ratified withdrawn	sunleyj@parliament.uk	2022-09-02 13:20:35 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	Motions can be withdrawn at anytime before they're debated but they can also be withdrawn at the end of the debate. It is worth keeping an eye on the LBP to make sure the motion hasn't disappeared	Link depends on the nature of withdrawal, if withdrawn before the debate there is no link, if withdrawn after the debate then the LBP minute. 	Date of Lords Minute/disappearance of motion from LBP	879	1
136	H6GOB6yX	Treaty signed	sunleyj@parliament.uk	2022-09-02 13:20:45 +00:00	This shows the text of the treaty. This step is not part of parliamentary procedure, it is an indicative starting step for the purposes of the Treaty Tracker website. 	Starts off the treaty procedure	Treaty on Gov.uk	Date laid	NULL	1
138	2ezottpW	Treaty withdrawn from the House of Commons	sunleyj@parliament.uk	2022-10-03 09:25:40 +00:00	Government has withdrawn the treaty from the House of Commons and therefore the procedure relating to that treaty has concluded.	This step concludes the procedure. 	V&P	Date of the V&P (or stated in the V&P)	1091	1
139	VJlr4CVZ	Treaty withdrawn from the House of Lords	sunleyj@parliament.uk	2022-09-02 13:21:20 +00:00	Government has withdrawn the treaty from the House of Lords and therefore procedure has concluded.	This step concludes the procedure. 	LBP (Papers) - individual link	Date of the Lords Papers 	881	1
141	ypryR1wZ	Parliamentary procedure concluded, Government cannot ratify treaty	sunleyj@parliament.uk	2022-09-02 13:21:32 +00:00	Parliamentary procedure has concluded for this treaty and Government cannot proceed to ratification. It is unlikely that any further scrutiny will occur.	Can only occur if the Government withdraws the treaty	No link	Date treaty has been withdrawn by Government 	NULL	1
142	qkrlv9rh	Parliamentary procedure concluded, Government can ratify treaty	sunleyj@parliament.uk	2022-10-03 09:27:49 +00:00	Parliamentary procedure has concluded for this treaty and Government can now proceed to ratification. It is unlikely that any further scrutiny will occur.	Follows the end of objection period A or B if no other business has occurred during that clock period. Or follows a motion tabled to stop the Government ratifying has been rejected.	No link	End of objection period A or B or when a motion has been rejected.	NULL	1
143	Dxba45JM	Noted as an instrument of interest by the Secondary Legislation Scrutiny Committee (SLSC)	sunleyj@parliament.uk	2022-09-02 13:22:50 +00:00	Instrument considered by the Secondary Legislation Scrutiny Committee which raised no concerns but felt the instrument substantive enough it warranted an information paragraph.	Instruments noted as of interest will appear under the report heading Instruments of Interest We will first see notice of the report in the Vote/LBP on a Wednesday but the report will be published on a Thursday so we actualise retrospectively. If the SLS	SLSC Report - anchor link to specific SI	Date the SLSC met (usually a Tuesday or Wednesday depending on which Sub-Comm).	882	1
144	xAY6uQCK	Considered by the International Trade Committee (ITC)	sunleyj@parliament.uk	2022-10-03 09:28:39 +00:00	Most inquiries result in a report to the House, containing recommendations to the department, the wider Government, and sometimes other organisations such as arms-length agencies or regulators.	Treaties can be considered by multiple select committees with different interests 	Select Committee report contents page	Date the committee met rather than the date the committee published the report 	1092	1
145	PecK8a8g	International Trade Committee (ITC) recommended the treaty should not be ratified	sunleyj@parliament.uk	2022-10-11 13:38:53 +00:00	The International Trade Committee (ITC) can make a number of recommendations to Parliament about a treaty subject to the Constitutional Reform and Governance Act 2010 including, but not limited to, that the treaty should not be ratified, that a debate be s	Any Commons select committee can consider a treaty and make recommendations 	Select committee report html	Date select committee met, not date of report publishing	1165	1
146	HUKVUDie	International Trade Committee (ITC) recommended a general debate	sunleyj@parliament.uk	2022-11-01 11:10:58 +00:00	The International Trade Committee (ITC) can make a number of recommendations to Parliament about a treaty subject to the Constitutional Reform and Governance Act 2010 including, but not limited to, that the treaty should not be ratified, that a debate be s	Suspect this will come from the report itself	Select committee report	Date select committee met, not date of report publishing	1240	1
148	CTPcJybs	General debate	sunleyj@parliament.uk	2022-09-02 13:24:36 +00:00	The House of Commons can hold a general debate to discuss a treaty subject to the Constitutional Reform and Governance Act 2010. The formal outcome of a general debate has no procedural implications for the treaty..	Actualise this step when it is scheduled on the Parliamentary Calendar or Future Business so it appears in 'Scheduled upcoming stages' on the workpackage page. The link will need to be updated once the debate has taken place. If it's rescheduled, change th	Hansard	Date of debate	886	1
150	5BnNJmeA	Motion calling on the Government to extend objection period A tabled	sunleyj@parliament.uk	2022-09-02 13:24:56 +00:00	In the House of Lords, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (Period A - subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Governme	These motions can be tabled at any stage during objection period A and could lead to a debate and question. 	LBP (if not quick enough to get the html link then the PDF)	Date the motion was tabled 	887	1
151	YbkCQlpA	Allocated to the EU Select Committee	sunleyj@parliament.uk	2022-09-02 13:25:36 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	EU Committee comprises the EU Select Committee and six topic focused sub-committees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-committees do not have the power to report - report	EU Select Committee treaties page	Usually the day after the treaty is laid	888	1
152	9jcgOmx6	Allocated to the EU Financial Affairs Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:25:47 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	889	1
153	dsfJmPVy	Allocated to the EU Internal Market Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:26:01 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	890	1
154	k4y0HeEH	Allocated to the EU Energy and Environment Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:26:10 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	891	1
155	klUK1Jbu	Allocated to the EU External Affairs Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:38:26 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	892	1
156	ljni7FvY	Allocated to the EU Justice Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:38:48 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	893	1
157	VjfSURrA	Allocated to the EU Home Affairs Sub-Committee	sunleyj@parliament.uk	2022-09-02 13:38:54 +00:00	Until 2020 treaties could be allocated to any of the House of Lords European Select Committee sub-committees or the wider committee as a whole for consideration within their terms of reference.	As of April 2020 this step is unlikely to be actualised. The new International Agreements sub-committee, or the whole committee, will deal exclusively with treaties subject to crag. EU Committee comprises the EU Select Committee and six topic focussed sub-	EU Select Committee treaties page	Usually the day after the treaty is laid	894	1
158	CE8pA1S6	Drawn to the special attention of the House by the European Union Committee	sunleyj@parliament.uk	2022-09-02 13:39:14 +00:00	The European Union Committee report treaties under two headings: those to which special attention is drawn, and treaties reported for information only. Treaties in the first category were analysed in detail, whereas brief factual summaries were provided fo	EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports	Link to approriate section of EU Committee report	Date of meeting, as published in the report	895	1
159	fs7Bkr06	Reported for information by the European Union Committee	sunleyj@parliament.uk	2022-09-02 13:39:33 +00:00	The European Union Committee report treaties under two headings: those to which special attention is drawn, and treaties reported for information only. Treaties in the first category were analysed in detail, whereas brief factual summaries were provided fo	EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports	Link to approriate section of EU Committee report	Date of meeting, as published in the report	896	1
161	b92RIOnb	Motion to take note of the treaty tabled	sunleyj@parliament.uk	2022-09-02 13:39:58 +00:00	The House of Lords provides for debates to take note of a particular issue, without coming to a decision. The motion for the debate can be on any subject, but the phrasing of the motion itself must be neutral in terms.	These motions can be tabled at any stage during objection period A. They will always be debated (unless withdrawn) but they won't impact the wider procedure.	LBP individual link (however if not in time please use Lords pdf)	Date the motion first appeared in LBP	897	1
162	cyJImIRf	Motion to take note of the treaty withdrawn	sunleyj@parliament.uk	2022-09-02 13:40:10 +00:00	The House of Lords provides for debates to take note of a particular issue, without coming to a decision. The motion for the debate can be on any subject, but the phrasing of the motion itself must be neutral in terms. The motion can be withdrawn at any po	The motion can be withdrawn at any stage before debate or following debate. 	LBP minute or no link if withdrawn before debate	Date of LBP minutes or disappearance from LBP	898	1
166	bKmLfK4r	Decision on a motion (prayer) to stop the instrument being law deferred	sunleyj@parliament.uk	2022-09-02 13:40:25 +00:00	After the moment of interruption (the time at which the main business must usually finish), any division on a statutory instrument motion is deferred until the following Wednesday. 	Will usually appear in the Vote with The Deputy Speaker’s opinion as to the decision of the Question was challenged. 	V&P anchor link	Date the question was put	899	1
167	nR2hK2JP	Motion calling on the Government to extend objection period A approved	sunleyj@parliament.uk	2022-09-02 13:40:44 +00:00	In the House of Lords, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (Period A - subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Governme	Will usually follow a debate and the question being put. This step will also mean that the objection period A end step will need to change date depending on the specification in the motion or by Government	LBP individual link	Date question asked/debate	900	1
168	mSAa3qLh	Motion calling on the Government to extend objection period A rejected	sunleyj@parliament.uk	2022-09-02 13:41:07 +00:00	In the House of Lords, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (Period A - subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Governme	This will follow a debate and the question being put. Objection period A will not be affected. 	LBP individual note 	Date the question put/debate	901	1
169	fnMRyzlQ	Motion calling on the Government to extend objection period A withdrawn	sunleyj@parliament.uk	2022-09-02 13:41:24 +00:00	In the House of Lords, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (Period A - subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Governme	Will usually follow a debate, but not exclusively. 	LBP individual link	Date of debate	902	1
173	ehXqIgP1	Non-fatal motion to object to the treaty tabled	sunleyj@parliament.uk	2022-09-02 13:41:37 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Usually a 'Motion to regret'	LBP individual link or pdf if not quick enough to catch the html link	Date motion first appeared in LBP	903	1
174	aIv3tbQN	Question on a motion calling on the Government to extend objection period A put	sunleyj@parliament.uk	2022-09-02 13:43:24 +00:00	In the House of Lords, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (Period A - subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Governme	Will occur at the end of a debate. The debate could include several motions so be careful to check the outcome in the minutes before actualising. 	LBP individual link	Date the question was asked/debate took place	904	1
178	2zyB3vH9	Non-fatal motion to object to the treaty withdrawn	sunleyj@parliament.uk	2022-09-02 13:43:39 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Motions can be withdrawn at any point before debate or at the end of a debate if the Member does not want to put the question to the Floor. 	No link if withdrawn before debate or LBP minute link if withdrawn at the end of a debate. 	Date withdrawn. 	905	1
179	fJtQ5j7U	Question on a non-fatal motion to object to the treaty put	sunleyj@parliament.uk	2022-09-02 13:43:49 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Will occur after debate in the Chamber 	Lords Minute individual link	Date of Lords Minutes	906	1
180	Pzdsxz7j	Non-fatal motion to object to the treaty approved	sunleyj@parliament.uk	2022-09-02 13:44:01 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Will usually follow a debate	Lords minute individual link	Lords minutes date	907	1
181	x63leOe5	Non-fatal motion to object to the treaty rejected	sunleyj@parliament.uk	2022-09-02 13:44:11 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Usually follows debate 	Lords minute individual link	Lords minute date 	908	1
182	JY7sl5or	Motion (prayer) to stop the instrument becoming law not moved	sunleyj@parliament.uk	2022-09-02 13:44:39 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Hansard link	Date the motion was not moved	909	1
183	jcNnIfdI	Non-fatal motion (prayer) to object to the instrument not moved	sunleyj@parliament.uk	2022-09-02 13:44:52 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the m	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Hansard link	Date the motion was not moved	910	1
184	E68S8OIB	Motion (prayer) to stop the instrument becoming law not moved	sunleyj@parliament.uk	2022-09-02 13:45:08 +00:00	A statutory instrument laid under the draft negative procedure cannot be made into law (signed by the minister) if either House approves a motion - or a 'prayer' - to stop the instrument becoming law within 40 sitting days of the instrument being laid.	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Lords Hansard link	Date the motion was not moved	911	1
185	0E5cvyw0	Non-fatal motion (prayer) to object to the instrument not moved	sunleyj@parliament.uk	2022-09-02 13:51:08 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Lords minute individual link	Date the motion was not moved	912	1
186	qYbTa2Gx	Motion (prayer) to stop the instrument being law not moved	sunleyj@parliament.uk	2022-09-02 13:51:28 +00:00	A statutory instrument laid under the made negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being l	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Hansard link	Date the motion was not moved	913	1
187	QyEBwj5E	Motion (prayer) to stop the instrument being law not moved	sunleyj@parliament.uk	2022-09-02 13:52:23 +00:00	A statutory instrument laid under the negative procedure becomes law on the day the Minister signs it and automatically remains law unless a motion – or ‘prayer’ – to reject it is agreed by either House within 40 sitting days of the instrument being laid. 	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Lords Hansard page	Date the motion was not moved	917	1
188	EkzlU8j9	Non-fatal motion to object to the instrument not moved	sunleyj@parliament.uk	2022-09-02 13:52:14 +00:00	A non-fatal motion does not stop a statutory instrument being law but may be used by either House to indicate concern. The most common non-fatal motion in the Lords is a motion to regret. The motion usually gives specific reasons for the regret. Even if ag	Usually occurs at the end of a debate considering several motions in one, the first will be decided while the others, where necessary, not moved	Lords Hansard page where motion is not moved	Date the motion was not moved	916	1
189	suKxcMeA	Motion that the treaty should not be ratified not moved	sunleyj@parliament.uk	2022-09-02 13:52:36 +00:00	In the House of Commons, Members can table motions in the form of a Prayer to not ratify a treaty subject to the CRaG procedure. A motion to not ratify, if tabled and passed within 21 days (subject to extension) of the treaty being laid, could delay rati	Usually follows a debate that bundles several treaties in together	Hansard or V&P	Date of Hansard	918	1
190	ul5ZhrLG	Motion calling on the Government to extend objection period A not moved	sunleyj@parliament.uk	2022-09-02 13:52:49 +00:00	In the House of Lords,, Members can table a motion to extend objection period A. A motion to extend, if tabled and passed within 21 days (subject to extension) of the treaty being laid, does not have to be actioned or acknowledged by the Government.	This usually occurs when several motions have been debated in one debate under the title of the first motion, usually the first motion is withdrawn so the others are not moved	Hansard 	Date of debate 	919	1
191	PPWGXULN	Non-fatal motion to object to the treaty not moved	sunleyj@parliament.uk	2022-09-02 13:53:02 +00:00	A non-fatal motion does not stop a treaty being ratified but may be used by the House of Lords to show concern. The most common non-fatal motion is a motion to regret. The motion usually gives specific reasons for the regret. Even if agreed, the motion can	Usually follows a debate that has grouped several treaties into one and will lead with the main motion.	Lords minutes or Hansard link (dependent on what it is shown in the Lords minutes)	Date of Lords minute or Hansard	920	1
192	dxsCpJ3x	Motion that the treaty should not be ratified not moved	sunleyj@parliament.uk	2022-09-02 13:53:29 +00:00	In the House of Lords, Members can table a motion to not ratify a treaty subject to the Constitutional Reform and Governance Act 2010 procedure. The motion, if approved or rejected, does not stop ratification of the treaty but the Government must provide a	Usually follows a debate that bundles several treaties in together	Hansard or LBP	Date of Hansard	921	1
194	LII1y9vZ	Motion to take note of the instrument tabled	sunleyj@parliament.uk	2022-09-02 13:54:02 +00:00	The House of Lords provides for debates to take note of a particular issue, without coming to a decision. The motion for the debate can be on any subject, but the phrasing of the motion itself must be neutral in terms.	Note that motions to take note do not have outcome after debate	LBP - usually the pdf as the link does not remain active	Date of tabled - not the day it appears in the LBP, usually the previous sitting day to this.	922	1
195	fiIbR9z4	Motion to take note of the instrument withdrawn	sunleyj@parliament.uk	2022-09-02 13:54:16 +00:00	The House of Lords provides for debates to take note of a particular issue, without coming to a decision. The motion for the debate can be on any subject, but the phrasing of the motion itself must be neutral in terms.	Motions can be withdrawn at any time after tabling but will usually occur when a number of SIs have been debated together. One SI will be decided while the others will not be moved.	LBP minute or no link if withdrawn before debate	Date of the minutes or date of disappearance. 	923	1
199	8vi1Ozd8	Decision on a motion (prayer) to stop the instrument becoming law deferred	sunleyj@parliament.uk	2022-09-02 13:54:34 +00:00	After the moment of interruption (the time at which the main business must usually finish), any division on a statutory instrument motion is deferred until the following Wednesday. 	Will usually appear in the Vote with The Deputy Speaker’s opinion as to the decision of the Question was challenged. 	V&P anchor link	Date the question was put	924	1
200	BT6vLIzF	Communication declaring that the Instrument had come into operation before being laid before Parliament	sunleyj@parliament.uk	2022-09-02 13:54:45 +00:00	The Government must notify the Speaker to the fact that copies of any statutory instrument have yet to be laid before Parliament, and explaining why such copies have not been so laid before the instrument came into operation.	It is important to keep an eye out for these types of instruments being laid as we would normally expect a communication to appear in the Vote anywhere between 1 day to 3 weeks later. 	Vote anchor link	Date of vote (or correction)	925	1
201	6v24O5v3	Communication declaring that the Instrument had come into operation before being laid before Parliament	sunleyj@parliament.uk	2022-09-02 13:55:08 +00:00	The Government must notify the Lord's Speaker to the fact that copies of any statutory instrument have yet to be laid before Parliament, and explaining why such copies have not been so laid before the instrument came into operation	It is important to keep an eye out for these types of instruments being laid as we would normally expect a communication to appear in the LBP anywhere between 1 day to 3 weeks later. 	LBP Minutes - Specific paper link. 	LBP date	926	1
202	MuMtmPYu	Considered by the European Union Committee	sunleyj@parliament.uk	2022-10-03 09:41:42 +00:00	Consideration completed by the European Union Committee within their terms of reference.	EU Committee comprises the EU Select Committee and six topic focussed sub-commitees. The EU Select Committee oversees the work of the sub-committees. These seven committees may consider, however the 6 sub-commitees do not have the power to report - reports	Link to appropriate section of EU Committee report	Date of meeting, as published in the report	1093	1
